request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_217,22874.52,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-04-15,none,Pay 22874.52 today via installments; minimum balance 26800 protected.
request_218,30115035.22,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,Pay 30115035.22 today via installments; minimum balance 34477200 protected.
request_219,0,not_affordable,not_recommended,none,,none,Cannot recommend: material unresolved evidence prevents a provably safe amount (conservative ASP=0).
request_220,691.56,not_affordable,not_recommended,none,,none,Cannot afford request_220 safely within the horizon; ASP=691.56 with minimum balance 1100 protected.
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Pay 109800 today; minimum balance 81500 protected.
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Pay 34078 today; minimum balance 27300 protected.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay 898.7 today; minimum balance 800 protected.
request_224,10327000,affordable_with_plan,installments,2025-02-04:5370040|2025-03-04:5370040,2025-02-04,none,Pay 10327000 today via installments; minimum balance 22187600 protected.
request_225,12404603.82,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-08-15,none,Pay 12404603.82 today via installments; minimum balance 17670700 protected.
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,Pay 157000 today; minimum balance 209400 protected.
request_227,22845.85,not_affordable,not_recommended,none,,none,Cannot afford request_227 safely within the horizon; ASP=22845.85 with minimum balance 62900 protected.
request_228,0,not_affordable,not_recommended,none,,none,Cannot recommend: material unresolved evidence prevents a provably safe amount (conservative ASP=0).
request_229,630.19,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-04-15,none,Pay 630.19 today via installments; minimum balance 1000 protected.
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,Pay 3537.6 today; minimum balance 2000 protected.
request_231,35706,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,none,Pay 35706 today via installments; minimum balance 24300 protected.
request_232,1118.4,affordable_later,wait,2024-07-15:1970.1,2024-07-15,none,Wait and pay 1970.1 on 2024-07-15; minimum balance 2400 protected throughout.
request_233,0,not_affordable,not_recommended,none,,none,Cannot recommend: material unresolved evidence prevents a provably safe amount (conservative ASP=0).
request_234,404.97,affordable_later,wait,2026-08-15:1213.3,2026-08-15,none,Wait and pay 1213.3 on 2026-08-15; minimum balance 700 protected throughout.
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Pay 967.2 today; minimum balance 700 protected.
request_236,6900019.57,not_affordable,not_recommended,none,,none,Cannot afford request_236 safely within the horizon; ASP=6900019.57 with minimum balance 16768600 protected.
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,Pay 23826000 today; minimum balance 22431500 protected.
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,Pay 663.6 today via installments; minimum balance 700 protected.
request_239,511.00,not_affordable,not_recommended,none,,none,Cannot afford request_239 safely within the horizon; ASP=511.00 with minimum balance 600 protected.
request_240,20020,not_affordable,not_recommended,none,,none,Cannot afford request_240 safely within the horizon; ASP=20020 with minimum balance 52800 protected.
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,Pay 21052000 today via installments; minimum balance 19252000 protected.
request_242,0,not_affordable,not_recommended,none,,none,Cannot recommend: material unresolved evidence prevents a provably safe amount (conservative ASP=0).
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Pay 17468 today; minimum balance 19900 protected.
request_244,39597.94,not_affordable,not_recommended,none,,none,Cannot afford request_244 safely within the horizon; ASP=39597.94 with minimum balance 45900 protected.
request_245,46948.41,affordable_later,wait,2025-12-15:128500,2025-12-15,none,Wait and pay 128500 on 2025-12-15; minimum balance 94600 protected throughout.
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,Pay 64086 today via installments; minimum balance 39300 protected.
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,Pay 1059.3 today; minimum balance 1300 protected.
request_248,1965.6,not_affordable,not_recommended,none,2025-02-07,none,Cannot afford request_248 safely within the horizon; ASP=1965.6 with minimum balance 1300 protected.
request_249,475.62,affordable_later,wait,2026-02-15:643.2,2026-02-15,none,Wait and pay 643.2 on 2026-02-15; minimum balance 600 protected throughout.
request_250,17404.9,not_affordable,not_recommended,none,,none,Cannot afford request_250 safely within the horizon; ASP=17404.9 with minimum balance 35300 protected.
request_251,829.30,not_affordable,not_recommended,none,,none,Cannot afford request_251 safely within the horizon; ASP=829.30 with minimum balance 1300 protected.
request_252,7644910.53,affordable_later,wait,2026-08-15:28082000,2026-08-15,none,Wait and pay 28082000 on 2026-08-15; minimum balance 15152200 protected throughout.
request_253,1635.50,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-04-15,none,Pay 1635.50 today via installments; minimum balance 2300 protected.
request_254,1057.65,affordable_later,wait,2025-09-15:3535.2,2025-09-15,none,Wait and pay 3535.2 on 2025-09-15; minimum balance 2500 protected throughout.
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,Pay 3345000 today; minimum balance 9813900 protected.
request_256,180215.52,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-06-15,none,Pay 180215.52 today via installments; minimum balance 168600 protected.
request_257,643.13,affordable_later,wait,2025-12-15:1352.4,2025-12-15,none,Wait and pay 1352.4 on 2025-12-15; minimum balance 1600 protected throughout.
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,Pay 1113.6 today; minimum balance 500 protected.
request_259,529.3,affordable_later,wait,2024-09-15:935,2024-09-15,none,Wait and pay 935 on 2024-09-15; minimum balance 600 protected throughout.
request_260,10591746.09,affordable_with_plan,partial_payment,2025-02-06:10591746.09|2025-04-15:41487253.91,2025-04-15,none,Pay 10591746.09 today via partial_payment; minimum balance 20727700 protected.
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,Pay 1830.4 today; minimum balance 1500 protected.
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,Pay 9236000 today; minimum balance 31018500 protected.
request_263,9167.54,not_affordable,not_recommended,none,2025-07-15,none,Cannot afford request_263 safely within the horizon; ASP=9167.54 with minimum balance 24100 protected.
request_264,26798.22,affordable_later,wait,2026-05-15:111300,2026-05-15,none,Wait and pay 111300 on 2026-05-15; minimum balance 59500 protected throughout.
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,Pay 45970 today; minimum balance 189700 protected.
request_266,935,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,Pay 935 today via installments; minimum balance 900 protected.
request_267,1844.04,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-15,none,Pay 1844.04 today via installments; minimum balance 1500 protected.
request_268,1134.52,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,Pay 1134.52 today via installments; minimum balance 1400 protected.
request_269,0,not_affordable,not_recommended,none,,none,Cannot recommend: material unresolved evidence prevents a provably safe amount (conservative ASP=0).
request_270,226.30,not_affordable,not_recommended,none,2026-09-15,none,Cannot afford request_270 safely within the horizon; ASP=226.30 with minimum balance 1400 protected.
request_271,29004.39,affordable_later,wait,2024-10-15:91300,2024-10-15,none,Wait and pay 91300 on 2024-10-15; minimum balance 58200 protected throughout.
request_272,6660377.83,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-02-15,none,Pay 6660377.83 today via installments; minimum balance 7508600 protected.
request_273,10756514.78,affordable_with_plan,partial_payment,2026-04-07:10756514.78|2026-04-15:5104485.22,2026-04-15,none,Pay 10756514.78 today via partial_payment; minimum balance 18774600 protected.
request_274,2567.40,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-15,none,Pay 2567.40 today via installments; minimum balance 1800 protected.
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Pay 15884000 today; minimum balance 12760100 protected.
